y,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
-6.461530678,-0.157408673,-1.371996795,-0.509023214,-1.011079162,0.167650109,-0.030618771,0.599927004,0.204889986,0.802176779,-1.134434164,-0.285356878,-1.312390935,-0.395884845,-0.902562179,0.173813551,-0.243907785,0.65194218,0.1496638,0.932595497,-1.248503007,-0.49789998,-0.344889653,1.558757465,0.723678217,0.210234282,-1.334745859,0.165436439,-0.795877585,0.03239255,-0.454615552,-0.126747258,-1.390450178,-0.527721764,-0.911638337,0.282532602,-0.049942096,0.534960398,0.14065055,0.74327796,-1.153761128,1.294906838,-1.451377985,-1.097023261,-0.915486502,-0.317114685,-0.446100635,-0.485779726,0.010297361,-0.367737718,1.618506476
-3.438782187,-0.207220297,-0.561718698,-0.538240345,0.177606127,0.314864952,-0.848876843,-0.730872479,-1.191128783,1.668661959,2.469418841,-0.073151214,-0.448652252,-0.566715847,0.153690986,0.214838488,-0.894143183,-0.741458236,-1.155549446,1.618753778,2.722260246,-0.76376566,0.543855617,1.092005146,-0.64993752,-1.190069352,-1.155989839,0.187918586,-0.843869198,-0.251922091,0.058217927,-0.207865387,-0.523421712,-0.480284473,0.204029602,0.420370482,-0.948157787,-0.716962444,-1.237662892,1.563690411,2.307242845,-0.316841647,1.667624047,0.178938813,2.57903388,-0.865613551,-0.065959943,0.981963895,0.693844938,0.380586483,-1.113906881
-0.638383113,-0.103660716,-0.394703474,-1.816025016,-0.216425206,-0.172707189,-0.319029765,0.056014233,-0.145815626,0.338258187,1.096221067,0.004475691,-0.223978711,-1.76924104,-0.328847406,-0.22636285,-0.428237311,0.084441128,-0.257589212,0.495977776,1.052496998,1.000235105,-1.492796457,0.916589891,-0.190664535,0.375376343,0.925724829,-1.167538901,-1.372839249,-0.614292891,-1.530593043,-0.015911053,-0.591370282,-1.721471157,-0.173629212,-0.368496121,-0.359125151,0.049640043,-0.052731983,0.41917229,0.96505146,0.97784801,-0.781769405,0.622061191,-1.303629994,1.543336738,-0.282546021,1.718034384,-0.916073756,-0.162995561,0.817481394
-9.816604591,-1.572903452,-0.158327801,0.119122416,-0.560338201,-0.490371717,1.014422389,0.293655608,-0.786499652,-1.814607317,0.217282781,-1.599668194,-0.025982035,0.237016321,-0.620764992,-0.415207122,0.892178992,0.230970193,-0.777277843,-1.887493158,0.28340148,-0.70207679,0.056706304,0.861011893,0.166506693,1.019132191,0.824016388,0.001452714,-0.616873949,-0.650714423,0.02633073,-1.426837459,-0.125676648,0.187455189,-0.581760495,-0.425560214,1.320230961,0.172756738,-0.697552178,-1.806040647,0.112010719,-0.529181694,0.208340322,0.114510855,2.209642669,0.040169352,0.978540386,-0.666037666,-2.078918086,0.878005884,-1.718346592
-4.622632463,-1.569988553,-0.636952241,0.836620829,1.395415316,0.190405801,-0.748649124,-0.818832115,-0.44328931,-1.313820667,-0.520932769,-1.526023618,-0.655616292,0.920774038,1.344543617,0.18323331,-0.711511914,-0.8819481,-0.635783626,-1.277734415,-0.350386627,-0.058691245,0.935669261,0.109573308,1.498522109,-0.074829457,-1.115136122,1.278261371,0.440524406,1.282164018,-1.045404573,-1.645802977,-0.672178165,0.885677946,1.239442111,0.481250032,-0.809969419,-0.74944116,-0.479570088,-1.435433445,-0.652230212,1.058645416,-1.042045463,-0.856289951,1.294597836,0.739395645,0.519109619,-2.207374283,-0.61900152,-0.107050853,0.227770852
1.143785812,2.005611047,0.432285774,-0.275476666,0.020680547,0.19589172,-0.603748055,-1.321000171,1.36411793,-1.95504452,0.765372592,1.970803563,0.421462115,-0.358140319,-0.030552183,0.23159591,-0.55548076,-1.302393009,1.145492037,-1.923287004,0.652307455,-0.112483095,0.800643228,-0.227267553,0.463382058,0.332159059,-1.378825439,-0.371456609,2.256796465,0.820819597,-1.288447301,2.101172275,0.485353083,-0.191683108,0.04158335,0.108421501,-0.591384968,-1.198207155,1.252718598,-2.195450346,0.711051604,1.071769781,-1.066104005,1.316800337,-0.170217505,-0.676691475,-0.085385378,0.177130766,0.66681751,-0.200177095,-0.471751488
3.523598638,-1.130137284,-0.252204274,1.932005626,1.673610425,0.770952747,-0.537738649,-1.332285989,1.336832278,1.001234366,0.726064142,-1.04019925,-0.238976825,1.980578233,1.703724899,0.761660526,-0.667451936,-1.306869414,1.377640233,0.931613958,0.7201937,0.647266191,1.588944912,0.945758779,-0.748776373,1.270006585,0.482458154,0.477687457,0.329527942,0.176037246,1.61825455,-1.242595215,-0.33647808,1.906645045,1.498631486,0.759358628,-0.581753276,-1.467255978,1.215481068,0.94193225,0.753563189,-0.416790839,-0.528961542,0.870168414,0.877527778,0.644596908,-1.10065126,1.049264226,-0.322536759,-0.606422099,0.771450566
-1.255560585,-0.675509511,-0.319411203,0.488121286,-1.713828228,-0.816363753,-0.818677294,0.549321906,0.97561794,0.449790126,1.153302729,-0.795271897,-0.096264334,0.6926405,-1.628926332,-0.809670695,-0.803469261,0.613385138,0.979348117,0.416110493,1.229436117,1.299200185,-0.232491604,0.28402007,-1.557490553,0.945561728,1.343608241,-0.459828957,-1.024136886,0.682316764,0.924436597,-0.783343882,-0.470809335,0.530625586,-1.729527929,-0.726618356,-0.792870894,0.482760222,1.014222484,0.319659748,1.08527491,1.245903718,-1.567553849,1.2345003,-1.695349268,-1.087613711,-2.852857406,1.014978572,0.547381803,0.865184388,-0.589395009
-2.807285559,-0.46751783,-1.435052883,-0.121110402,0.599562878,1.141886409,-0.974246708,0.351490361,-1.265875532,-1.14560736,2.117711884,-0.679542991,-1.462679724,-0.219686967,0.671540052,1.071450462,-0.915003585,0.342252583,-1.147248783,-1.252138538,2.021968028,0.048957292,-0.731088021,0.076358638,-0.249003265,-1.516965978,-2.033152772,-0.751428279,0.067219036,-0.922152222,-0.34462475,-0.625515843,-1.399522065,-0.18778732,0.665110194,1.060419386,-0.865481845,0.511808798,-1.256475972,-0.918689109,2.056068048,-0.549084416,-0.311877637,1.14335064,-0.241861718,-0.190640495,-2.051320664,-2.551375936,-0.281513283,-0.910048775,1.387106793
-5.605029971,-1.201289256,-0.365273743,-1.714804869,1.650241018,0.098763019,1.012735261,-0.163971804,1.128185852,0.977398128,-0.578067441,-1.157943021,-0.435116577,-1.665308636,1.73073084,0.19305013,0.885093038,-0.083603252,1.179238004,1.002749572,-0.762176356,0.689986994,0.899248564,0.884971951,-0.260662505,0.412962741,0.392463236,-0.276921545,0.972778917,-0.373580214,-0.350829614,-1.038997369,-0.195758489,-1.763615533,1.699329424,0.006889646,1.025427707,-0.307728073,1.150852327,1.068346373,-0.589324302,0.375147182,-0.556376541,0.549686427,-0.336743778,0.800510073,1.063618088,-0.915788982,-0.612065011,-0.194025729,0.548072984
-0.660604416,0.320393378,1.047864497,1.450872078,0.363110816,-1.173153774,-1.519789183,-0.429239354,-1.178163927,1.393353527,-0.187978168,0.202379129,0.993548682,1.574104183,0.219953437,-1.168607862,-1.704165843,-0.463573632,-1.32743875,1.332415939,-0.127593314,0.504520728,1.943302062,-0.288073511,0.079478642,0.061236838,0.984558556,-0.058259191,1.468776826,-1.070299005,0.931167903,0.413646518,1.064363972,1.518324698,0.371168625,-1.197893757,-1.346009701,-0.474640073,-1.315141134,1.352552827,-0.05920231,1.090503889,0.658482063,0.93059186,-1.433248292,0.241900028,-2.177646602,-0.632323759,0.044949183,0.348017932,-0.984693895
-4.259622471,-0.434242132,-1.487543554,0.201427942,0.542249184,-1.282782342,-0.549645335,1.019450238,-0.747495107,1.659631124,1.525139062,-0.430644499,-1.599905977,0.197524632,0.537999875,-1.012848601,-0.542962802,1.005457966,-0.648715866,1.69222907,1.641419464,-0.199004086,1.060592186,0.775953421,-0.497205361,-0.246592474,-0.240858192,0.062935166,-0.364847393,0.9807071,1.482476156,-0.508320976,-1.63011957,0.049323701,0.623394658,-1.26012379,-0.565256072,0.968953624,-0.650977331,1.731858864,1.532449927,1.290792863,-0.360516467,-0.369539885,-0.960809304,-0.202992385,-1.089627185,-0.761544152,-0.872955884,-0.643047374,-1.943475865
-7.008501775,-0.87675287,-0.48669226,-0.88783989,-0.700873968,-0.207396384,-0.45265475,0.907477076,-1.1654861,0.76748303,0.20890269,-0.818175196,-0.494129143,-0.95567959,-0.822146605,-0.365639653,-0.381112392,1.081264,-1.359151117,0.94772834,0.303188194,0.425351614,-0.181019529,0.791511469,-1.632409864,0.202172448,0.425562309,-1.119015777,0.968357179,-0.056281301,-0.244682835,-0.877662718,-0.576491093,-0.918455953,-0.751197277,-0.260181123,-0.369157696,1.027483464,-1.069911799,0.703865631,0.341981817,1.388802557,-0.503255432,-1.524010306,1.060672196,1.010341451,0.298040414,-1.16394546,-0.43268966,-1.033968236,-1.106716655
-2.23226673,-1.058955912,0.572989624,-1.28827772,0.129530464,0.523657934,0.109152352,-0.122911392,1.191765411,-0.161296734,-0.072701208,-1.044588523,0.567007512,-1.135623637,0.274769389,0.633312201,-0.122159654,-0.297630121,1.249023233,-0.20115897,-0.059489786,-0.376133421,1.76495158,-1.134095724,-0.569512947,-0.650554778,-0.67186874,0.363755949,-0.649675398,-1.294678316,-0.146779499,-0.959328616,0.471168013,-1.327240364,0.042642981,0.393424967,0.02296472,-0.123809839,1.081323381,-0.227568411,-0.106684723,-0.223763616,-0.897615058,-0.601371494,-1.752869188,0.197800245,-0.149202647,1.356921044,-0.479424757,-0.487106118,-0.754282163
-1.699203258,0.872576905,-0.254165656,0.629904689,-0.253842675,-0.099835253,0.015935236,-0.012737169,-1.572851761,-0.687489237,0.323140829,1.033838875,-0.252448676,0.568013365,-0.174869645,-0.073091871,-0.012393269,-0.033752333,-1.620499722,-0.698180807,0.42492204,0.172275391,-1.12862388,0.929072321,2.33894284,0.939164018,-0.216043665,0.687081934,0.22650782,-0.370864119,0.231039592,0.87741599,-0.140701383,0.782121552,-0.170044131,-0.154134295,0.021111558,0.176307427,-1.533790604,-0.841752124,0.346916148,-0.136034052,-0.55899818,0.602128826,-1.858040966,0.958321413,-1.248851433,0.571981965,0.584379561,1.154616165,0.338500809
-5.075844614,1.004791826,0.092780528,1.026137615,2.484687017,-0.996636195,-1.041479518,-0.362309183,-0.050156723,0.1701511,-0.391235016,1.061188165,-0.001285269,1.206431676,2.348441869,-0.977145036,-1.016565573,-0.332180472,-0.129290917,0.151898387,-0.550141521,0.422249383,-0.602487249,0.650365521,-0.75543706,-0.89776183,0.517974039,0.261666743,0.153346017,0.046145469,0.395792513,1.196105195,0.280254405,0.986121052,2.674019579,-0.837829045,-1.10757018,-0.31756346,-0.012352818,0.453445868,-0.486598488,0.410493556,0.809958783,-0.508257556,0.18049636,-1.354326673,0.751758565,-0.770140296,0.115445264,-1.21372759,-0.19203351
-5.03031537,-0.468516958,0.680234685,0.266915848,-0.334882809,1.129877907,-0.039013837,-0.143531481,-1.256395726,-0.71791897,-1.11811256,-0.411264268,0.555132644,0.396502298,-0.342832888,1.146987717,0.032809183,-0.095099328,-1.267017797,-0.662760374,-1.204573891,0.508079394,-1.800122545,1.3040327,0.189381749,-0.719100078,0.683370259,0.2247687,-0.725077249,0.272828039,-0.390390374,-0.463221633,0.602225602,0.304806425,-0.354226655,1.114190728,-0.061809226,-0.128763549,-1.2092557,-0.910061371,-1.160601482,-0.566648619,-0.562201714,0.347779859,0.657465978,0.3362121,-1.489764185,2.174962306,-0.64170576,-1.035715158,-1.4703638
-0.681363586,-0.886296472,0.169888453,-0.024727855,1.027186039,-0.697962905,1.347099119,-0.512579869,1.373301379,0.814348441,-0.398479301,-0.940206129,0.088496926,-0.114006125,1.001811394,-0.858509302,1.300609628,-0.553625715,1.475793068,0.726180376,-0.367454566,1.057651511,0.897256462,0.768478498,-0.749665902,-1.229676377,-0.494889823,0.9157956,0.589871238,-0.702495139,-0.743354416,-0.785381164,0.105478327,-0.051161168,0.890305916,-0.581516648,1.316508954,-0.37507946,1.289474701,0.818152418,-0.601536139,0.075837927,-0.167942127,-0.227505355,0.905724861,0.930084114,-0.404390567,0.732461479,1.231053928,-1.168749087,1.475764032
2.023895599,0.071321475,-0.802390833,0.373036467,-0.083762586,0.156713733,1.280203065,-1.572545662,0.205689792,0.330056627,-1.16156795,-0.000439742,-0.669183539,0.436610824,-0.153251302,0.053471944,1.278501607,-1.593414291,0.324892993,0.502718742,-1.160123657,-0.745871918,-2.341765576,0.932203263,-0.904006122,-0.60744548,0.176585466,-0.004590443,0.438641498,1.379594037,-1.718980161,0.129710097,-0.843875368,0.32069083,-0.019663444,0.261280136,1.208283726,-1.658761601,0.150350613,0.229910027,-1.096330788,-0.385802235,-1.74620629,0.106003941,0.362631693,1.1066568,0.67406011,-1.724648063,-0.771288435,0.549037369,-1.313586134
-5.369129906,-0.508124534,-0.663035025,2.546652457,-0.133912487,-1.334209464,-1.079199576,0.190520284,-0.475414225,0.343385464,-0.714326978,-0.482006782,-0.738489437,2.619810412,-0.03507111,-1.441461953,-1.06805127,0.215547747,-0.392879098,0.275720128,-0.537037523,0.991086805,1.122788517,0.321626011,-0.380076104,-0.276806054,-0.510392119,1.867190051,-0.435631025,0.359276146,0.288995787,-0.425302578,-0.886453883,2.545506964,-0.360834084,-1.450604565,-1.192150854,0.339296492,-0.414221655,0.326995358,-0.482063417,-1.305591267,1.35095529,0.787831021,-1.206449083,0.611217558,-0.787087203,-0.021957022,0.829410859,-2.762861781,-1.636410424
1.040900676,0.428118861,0.364434535,-0.042930807,1.093757464,1.026544882,-1.679187316,-0.660016776,1.52985868,0.236917893,-1.464925985,0.473459118,0.072835556,0.148131187,1.1181174,1.177607248,-1.78630392,-0.665476435,1.461630617,0.33817457,-1.536221814,0.657767802,-0.248986142,1.042995776,2.08672789,-0.283671871,0.167481101,-1.082805116,1.406950199,-0.198557938,-1.004921669,0.420972275,0.203503582,0.12150123,1.17793346,0.939600678,-1.81552888,-0.568213757,1.566975751,0.281203061,-1.486959068,-0.216118212,-1.704242635,-0.724377787,-1.09E+00,0.738257153,-2.165128759,-1.000870403,0.838719822,-0.793479014,1.425389659
-6.808183976,0.829795037,-0.921171065,-0.217972283,-0.623190422,-0.153185505,0.464439468,-0.263868243,1.30047159,-1.909650489,-0.475477603,0.900379005,-1.07182274,-0.121060189,-0.687956356,-0.252107408,0.531594534,-0.290001124,1.429915838,-2.015442638,-0.362430296,-0.514312762,1.248685423,0.837124847,-1.307685962,-0.261197147,-0.337984595,0.304585067,0.198879049,0.266978254,-0.752162754,0.827278802,-0.782845557,-0.214732774,-0.601358132,0.030742064,0.43881552,-0.213705644,1.517892835,-1.891614745,-0.408469979,1.142710164,0.101171147,1.262621163,-2.117783402,-1.693815279,-2.729798165,1.381698057,1.141781162,-0.464055404,0.312782136
3.865410824,-0.48683948,-0.623242178,-0.448328003,0.416815082,2.664584049,0.220246419,0.668036458,1.866357376,1.088849921,-0.779956413,-0.653991007,-0.625672352,-0.483122542,0.365725305,2.738331609,0.423370052,0.651605082,1.841189603,0.998181408,-0.711955189,-0.088915515,0.957753744,1.282795201,0.859919505,0.560727976,1.221774096,-0.959639705,-1.747435098,0.34586679,0.462905906,-0.562120311,-0.617551992,-0.570201682,0.316448105,2.64924996,0.151773731,0.514399012,1.954072563,1.037594146,-0.762036254,-2.216228269,0.826995161,-0.605916666,0.110645462,0.000743945,-2.408717206,-0.544904279,0.521704328,-0.635279517,0.33139019
10.366929,0.55359019,-0.535774338,-0.400002704,0.091512575,-0.794329102,-0.503431056,0.529567242,-0.134291548,0.604985496,-1.046869075,0.626742714,-0.402206361,-0.34709499,-0.109316223,-0.590030075,-0.432684724,0.549447447,-0.088861859,0.48350873,-1.021934728,-1.67394249,0.093548968,-1.122400082,2.295595586,-0.477000245,0.896857718,1.54538613,-2.671753534,0.750182616,1.223055425,0.605004714,-0.664454134,-0.334072274,-0.00156999,-0.773561995,-0.49054645,0.6698462,-0.140091143,0.742006987,-0.948246836,0.129315952,-0.878839262,-1.238836459,1.992966497,-0.369769237,-1.629588877,-0.031981487,-0.440480166,0.503394553,0.494919719
-3.413600752,-0.380287566,0.908100363,0.90648817,1.532208369,-1.065625468,0.933614336,0.785631562,-4.028746512,0.985823156,-1.243764041,-0.612921273,0.944506265,0.948037282,1.562884074,-1.077917234,0.929816993,0.670317206,-4.002210115,0.998627627,-1.392878205,0.760530758,1.539504858,0.79301362,0.339194161,-0.770868957,0.815820269,-1.216155415,0.052642512,-0.578063053,0.700728443,-0.341040163,0.853660851,0.937916761,1.498463871,-1.157886668,1.005452506,0.775639853,-4.098725288,1.091154059,-1.199835294,0.827410529,0.749067135,-0.806026056,-0.320522104,-0.634298897,0.294240996,-0.207382306,-1.18060713,-0.726692762,1.506401995
-2.63782384,-0.397118005,0.190391526,-0.02728566,1.576778442,0.571096065,-0.134465652,0.119100996,0.331758385,-0.755428363,0.381129813,-0.354591935,0.317752034,-0.094636071,1.538747953,0.617757193,-0.211900544,0.126250003,0.387625726,-0.820849427,0.185432388,-0.605048887,-0.261000225,0.585107427,0.510000619,-1.663487597,0.608369831,-0.23398195,1.111098513,-0.142425143,0.082738164,-0.404008932,0.197194879,-0.010180926,1.597375336,0.670137754,-0.031257475,0.158405103,0.357653506,-0.898082707,0.33947126,2.653516865,0.491577191,-0.793510985,-0.51806583,-0.917678058,1.755862928,0.055316085,2.454257549,2.496713673,-0.221503652
-6.988290706,-0.920296593,1.333844701,0.803948407,-0.247018405,-0.375160178,-1.536276343,-0.686901824,-1.000698744,-0.744352823,-0.99676203,-0.930898604,1.544294402,0.715913817,-0.204092419,-0.377920657,-1.711474204,-0.71236524,-1.051020234,-0.61128658,-1.067148374,0.445127217,-1.417382954,0.019499422,0.605069149,-0.782380646,0.788736622,0.911317653,-1.469529836,-0.548512262,0.597257022,-0.963579738,1.29860541,0.87687394,-0.154044839,-0.44359166,-1.511769743,-0.662695484,-1.051926203,-0.926075146,-1.126695807,0.464424426,-3.124658087,1.943243282,-0.25317761,-1.453848075,-0.263023857,1.254550179,0.389330132,-0.150735086,0.523188035
2.269871473,-0.280426411,0.751041494,0.169392268,0.663511109,-0.18163455,-0.726387267,-0.413963795,1.092024743,-1.030401622,-1.539433925,-0.28883739,0.74418497,0.148670957,0.821001297,-0.236565673,-0.666126717,-0.435749513,1.102103932,-1.03546358,-1.520146012,-0.665645017,-1.225051399,1.318419775,-0.116078986,-0.978515326,0.211949373,2.762469527,-0.933505652,0.645946613,0.183085497,-0.297418535,0.746809151,0.036933206,0.758125069,-0.122321635,-0.83556572,-0.465783074,1.042040724,-0.990368964,-1.558142288,-0.755473313,-0.522171293,0.437361091,0.242583172,-1.978525607,-1.792328639,1.115974879,-0.194785332,0.035784488,-0.261657249
-5.225718632,-1.869516801,-1.617471419,-1.788199604,-1.589423178,1.542624554,0.447942049,-0.011528664,-0.284132021,0.061246228,-0.029762053,-1.885145949,-1.689313231,-1.761288947,-1.64294597,1.453958843,0.31525822,0.042280577,-0.224537771,0.056432379,-0.064146326,-0.658824576,-1.237970596,1.212659554,1.046984623,0.960018516,0.489239748,0.615699036,-0.568837246,-1.824443025,-0.557694749,-1.851725602,-1.693808601,-1.80574825,-1.640352068,1.490825058,0.419406916,-0.023825334,-0.391060232,0.168018989,-0.010086863,0.62507002,-0.332111674,-0.915063818,-0.125498686,1.324437217,-0.780863333,0.807587942,-0.653728984,0.204562312,-0.380609177
0.418492433,-0.298653442,0.030363654,-0.600572472,0.807606576,-0.347597811,0.223059536,2.16016271,-1.907631085,1.13249372,-0.745903788,-0.096202993,0.003844746,-0.738849941,0.849973632,-0.219641407,0.167237742,2.041944878,-1.936245972,1.154731173,-0.913915124,-1.424495962,-1.239561788,0.017971947,-0.800244197,-0.512125128,1.554319299,-0.226498416,-0.297976674,1.275176447,1.179841164,-0.243603543,0.053596285,-0.626992015,1.051730706,-0.500926103,0.242628018,2.290649249,-1.820896426,0.968595293,-0.73719749,0.427126677,-0.330918289,-1.36217733,-0.925117924,-0.452374187,0.007315537,0.098695933,0.247020452,-0.745540056,0.814776621
1.757821113,-2.039188849,0.473066808,-1.422356494,1.548625473,0.786666412,-0.890815254,0.203611411,-1.931730727,1.249368489,-1.59963504,-2.091703031,0.391105383,-1.434881235,1.507439194,0.902695982,-0.979600685,0.357414904,-1.980552628,1.256329648,-1.767973422,-0.017882033,1.557366314,2.013324321,1.561875805,1.294855972,-0.974247177,0.14981701,-0.161327826,-1.63082163,1.01932583,-1.910281139,0.574387613,-1.589377583,1.564608896,0.731948595,-1.081989624,0.277638912,-1.95044099,1.215331924,-1.471511827,1.048604906,0.369217895,0.618404379,-0.862226629,-0.221249707,-1.659665268,-1.111702333,0.060545325,-1.533344257,-0.236711188
